frame,track,x1,y1,x2,y2,cx,cy,height,score,level
366,1,447.2,195.6,538.0,336.6,492.6,266.1,141.0,1.000,RED
367,1,447.3,194.4,537.9,336.5,492.6,265.4,142.1,1.000,RED
367,2,461.0,43.4,542.8,197.4,501.9,120.4,154.0,0.000,GREEN
368,2,460.9,43.3,544.2,198.8,502.5,121.0,155.5,0.000,GREEN
368,1,448.1,200.5,537.0,337.0,492.5,268.7,136.5,0.850,RED
369,1,448.5,200.9,536.6,337.0,492.6,269.0,136.1,0.000,GREEN
369,2,462.9,43.7,545.4,202.0,504.1,122.9,158.4,0.000,GREEN
370,1,448.5,200.0,537.3,338.3,492.9,269.1,138.3,0.000,GREEN
370,2,464.1,44.0,548.0,202.8,506.1,123.4,158.8,0.000,GREEN
371,1,448.2,200.0,537.3,340.1,492.8,270.1,140.0,0.000,GREEN
371,2,466.0,44.3,551.2,202.9,508.6,123.6,158.7,0.000,GREEN
372,2,466.0,44.2,551.1,203.0,508.6,123.6,158.7,0.000,GREEN
372,1,448.1,200.0,537.3,339.2,492.7,269.6,139.2,0.000,GREEN
373,1,447.0,200.6,536.4,339.3,491.7,270.0,138.7,0.000,GREEN
373,2,468.4,44.8,553.3,204.5,510.8,124.6,159.7,0.000,GREEN
374,2,471.3,45.1,553.8,205.5,512.5,125.3,160.4,0.000,GREEN
374,1,444.2,193.7,537.3,339.7,490.7,266.7,146.0,0.000,GREEN
375,2,473.6,45.3,555.7,205.2,514.7,125.2,159.9,0.000,GREEN
375,1,443.1,185.2,537.7,341.6,490.4,263.4,156.4,0.000,GREEN
376,2,477.0,44.3,555.9,204.3,516.5,124.3,160.0,0.000,GREEN
376,1,441.3,179.2,537.9,343.0,489.6,261.1,163.8,0.000,GREEN
377,2,476.9,44.3,555.9,204.7,516.4,124.5,160.4,0.000,GREEN
377,1,440.2,175.0,537.7,342.8,489.0,258.9,167.9,0.000,GREEN
378,2,477.5,44.6,556.0,205.0,516.8,124.8,160.3,0.000,GREEN
378,1,437.8,171.1,537.8,343.7,487.8,257.4,172.7,0.000,GREEN
379,1,439.4,171.4,537.8,343.6,488.6,257.5,172.2,0.000,GREEN
379,2,479.7,44.1,555.8,204.4,517.8,124.3,160.3,0.000,GREEN
380,2,481.1,44.5,555.6,204.4,518.4,124.4,159.9,0.000,GREEN
380,1,447.1,191.1,538.5,342.9,492.8,267.0,151.9,0.000,GREEN
381,2,481.9,44.0,555.8,205.1,518.9,124.5,161.1,0.000,GREEN
381,1,446.3,197.1,538.9,342.8,492.6,270.0,145.8,0.000,GREEN
382,2,481.8,43.8,555.8,205.0,518.8,124.4,161.2,0.000,GREEN
382,1,447.1,198.8,538.8,342.7,492.9,270.8,143.8,0.000,GREEN
383,2,483.1,44.5,555.8,205.6,519.5,125.0,161.1,0.000,GREEN
383,1,446.1,190.8,539.1,342.6,492.6,266.7,151.8,0.000,GREEN
384,2,483.9,44.5,555.6,205.2,519.7,124.8,160.7,0.000,GREEN
384,1,443.5,169.6,538.9,343.0,491.2,256.3,173.4,0.000,GREEN
385,2,485.2,44.7,555.4,204.2,520.3,124.5,159.4,0.000,GREEN
385,1,436.9,160.8,539.7,343.6,488.3,252.2,182.8,0.000,GREEN
386,1,438.8,160.6,540.0,344.5,489.4,252.6,183.9,0.000,GREEN
386,2,483.9,44.8,555.0,205.6,519.5,125.2,160.8,0.000,GREEN
387,2,484.3,44.8,555.0,205.5,519.7,125.1,160.6,0.000,GREEN
387,1,439.6,161.5,540.2,344.6,489.9,253.0,183.1,0.000,GREEN
388,2,483.8,44.7,555.0,204.2,519.4,124.5,159.5,0.000,GREEN
388,1,438.2,202.1,540.1,343.3,489.1,272.7,141.2,0.000,GREEN
389,2,483.8,44.8,554.4,202.7,519.1,123.7,157.9,0.000,GREEN
390,2,480.8,44.8,553.8,202.9,517.3,123.8,158.0,0.000,GREEN
390,1,435.8,170.5,540.7,343.4,488.2,257.0,172.9,0.000,GREEN
391,2,481.0,44.7,553.3,201.8,517.1,123.3,157.1,0.000,GREEN
391,1,438.9,164.3,539.8,344.4,489.4,254.4,180.1,0.000,GREEN
392,2,480.9,44.8,553.3,202.0,517.1,123.4,157.2,0.000,GREEN
392,1,438.6,166.4,540.0,344.2,489.3,255.3,177.8,0.000,GREEN
393,2,481.2,44.2,551.5,203.1,516.4,123.6,158.9,0.000,GREEN
393,1,446.6,179.6,539.7,344.0,493.1,261.8,164.3,0.000,GREEN
394,2,479.4,44.1,550.0,203.8,514.7,123.9,159.7,0.000,GREEN
394,1,437.3,154.9,538.3,344.4,487.8,249.6,189.5,0.000,GREEN
395,1,435.6,144.4,540.0,343.9,487.8,244.1,199.5,0.000,GREEN
395,2,472.3,44.4,548.6,203.8,510.4,124.1,159.4,0.000,GREEN
396,1,435.9,144.2,539.4,343.8,487.6,244.0,199.6,0.000,GREEN
396,2,471.2,44.2,546.7,206.6,509.0,125.4,162.4,0.000,GREEN
397,1,435.8,144.2,539.4,343.7,487.6,243.9,199.5,0.000,GREEN
397,2,471.2,44.2,546.6,206.4,508.9,125.3,162.1,0.000,GREEN
398,1,435.8,144.5,539.4,342.8,487.6,243.7,198.3,0.000,GREEN
398,2,469.3,44.4,546.2,207.1,507.8,125.8,162.7,0.000,GREEN
399,1,435.9,144.0,538.9,341.8,487.4,242.9,197.8,0.000,GREEN
399,2,468.8,43.9,545.4,202.0,507.1,123.0,158.1,0.000,GREEN
400,2,468.2,43.4,544.6,200.7,506.4,122.0,157.3,0.000,GREEN
400,1,438.0,143.0,537.7,341.2,487.9,242.1,198.3,0.850,RED
401,1,435.2,142.9,538.3,342.0,486.7,242.5,199.1,0.850,RED
401,2,467.6,43.2,542.5,182.5,505.0,112.9,139.4,0.000,GREEN
402,1,435.2,142.9,538.3,341.9,486.8,242.4,199.0,0.850,RED
402,2,467.6,43.2,542.5,181.6,505.1,112.4,138.4,0.000,GREEN
403,1,436.7,142.5,537.5,340.7,487.1,241.6,198.3,0.850,RED
403,2,466.5,43.5,540.5,186.9,503.5,115.2,143.3,0.000,GREEN
404,2,464.6,43.5,538.6,181.1,501.6,112.3,137.6,0.000,GREEN
404,1,449.4,140.4,537.5,340.4,493.5,240.4,199.9,0.000,GREEN
405,2,462.7,42.4,538.2,175.6,500.4,109.0,133.2,0.000,GREEN
405,1,458.1,139.8,537.7,339.6,497.9,239.7,199.8,0.000,GREEN
406,1,458.1,137.5,536.5,338.5,497.3,238.0,201.0,0.000,GREEN
406,2,461.9,43.2,536.8,160.9,499.4,102.1,117.6,0.000,GREEN
407,2,461.9,43.3,536.9,160.7,499.4,102.0,117.4,0.000,GREEN
407,1,457.9,137.2,536.4,338.6,497.2,237.9,201.4,0.000,GREEN
408,2,459.4,43.2,536.5,160.1,498.0,101.6,116.9,0.000,GREEN
408,1,450.3,134.3,536.9,340.4,493.6,237.4,206.1,0.000,GREEN
409,2,457.8,43.5,535.1,160.0,496.5,101.8,116.5,0.000,GREEN
409,1,447.0,131.7,537.3,341.0,492.2,236.4,209.2,0.000,GREEN
410,1,449.8,130.9,537.2,341.5,493.5,236.2,210.6,0.000,GREEN
410,2,456.1,43.4,532.7,161.1,494.4,102.2,117.7,0.000,GREEN
411,1,450.0,131.3,536.2,341.3,493.1,236.3,210.1,0.000,GREEN
411,2,456.2,43.8,531.6,161.2,493.9,102.5,117.4,0.000,GREEN
412,2,456.2,43.8,531.6,161.3,493.9,102.6,117.6,0.000,GREEN
412,1,449.9,131.3,536.2,341.6,493.1,236.5,210.3,0.000,GREEN
413,1,450.5,130.8,537.2,342.0,493.9,236.4,211.2,0.000,GREEN
413,2,455.1,42.8,530.4,159.8,492.7,101.3,117.0,0.000,GREEN
414,1,449.1,130.2,537.0,340.4,493.0,235.3,210.1,0.000,GREEN
414,2,452.1,43.2,529.6,162.1,490.8,102.7,118.9,0.000,GREEN
415,1,450.1,131.7,536.5,337.8,493.3,234.7,206.1,0.000,GREEN
415,2,448.3,43.9,529.8,223.3,489.0,133.6,179.4,0.000,GREEN
416,1,450.0,130.5,536.5,336.2,493.2,233.3,205.7,0.000,GREEN
416,2,448.4,44.2,528.8,227.6,488.6,135.9,183.4,0.000,GREEN
417,2,448.5,44.3,528.7,227.1,488.6,135.7,182.8,0.000,GREEN
417,1,450.4,130.4,536.6,336.2,493.5,233.3,205.8,0.000,GREEN
418,2,448.4,44.3,528.1,226.4,488.2,135.4,182.1,0.000,GREEN
418,1,449.0,130.6,536.6,333.3,492.8,231.9,202.7,0.000,GREEN
419,2,448.3,44.3,528.0,222.6,488.1,133.4,178.3,0.000,GREEN
419,1,449.4,131.2,536.6,329.1,493.0,230.2,197.8,0.000,GREEN
420,1,450.2,129.7,536.3,327.2,493.3,228.5,197.5,0.000,GREEN
420,2,446.7,44.6,527.7,211.9,487.2,128.3,167.3,0.000,GREEN
421,2,446.2,45.3,526.3,216.0,486.3,130.7,170.7,0.000,GREEN
421,1,452.8,132.6,536.2,326.0,494.5,229.3,193.4,0.000,GREEN
422,1,452.8,132.6,536.2,325.8,494.5,229.2,193.2,0.000,GREEN
422,2,446.2,45.4,526.3,216.3,486.3,130.8,171.0,0.000,GREEN
423,2,447.3,45.7,525.9,215.7,486.6,130.7,170.0,0.000,GREEN
423,1,453.6,132.0,536.1,323.7,494.8,227.8,191.8,0.000,GREEN
424,1,453.7,131.2,535.9,320.9,494.8,226.1,189.7,0.000,GREEN
424,2,447.5,46.4,525.0,217.5,486.3,131.9,171.0,0.000,GREEN
425,1,453.9,129.4,535.4,318.8,494.7,224.1,189.4,0.000,GREEN
425,2,445.6,46.3,524.7,221.2,485.2,133.8,174.9,0.000,GREEN
426,1,454.5,130.8,534.6,316.1,494.5,223.4,185.3,0.000,GREEN
426,2,447.7,46.3,524.5,226.3,486.1,136.3,180.1,0.000,GREEN
427,1,454.4,130.5,534.6,316.1,494.5,223.3,185.7,0.000,GREEN
427,2,447.6,46.3,524.3,226.5,486.0,136.4,180.2,0.000,GREEN
428,1,455.7,130.2,534.6,316.4,495.1,223.3,186.2,0.000,GREEN
428,2,447.4,48.1,524.0,227.8,485.7,137.9,179.7,0.000,GREEN
429,1,453.6,129.2,533.9,314.5,493.8,221.8,185.3,0.000,GREEN
429,2,446.3,46.6,523.4,223.0,484.8,134.8,176.4,0.000,GREEN
430,1,453.6,128.7,533.4,313.4,493.5,221.1,184.7,0.000,GREEN
430,2,446.5,46.1,524.3,209.1,485.4,127.6,163.0,0.000,GREEN
431,1,453.9,130.6,533.2,312.5,493.6,221.6,181.9,0.000,GREEN
431,2,448.3,47.6,524.1,216.4,486.2,132.0,168.8,0.000,GREEN
432,2,448.3,47.6,524.0,216.5,486.2,132.1,168.9,0.000,GREEN
432,1,453.7,130.6,533.2,312.7,493.5,221.6,182.2,0.000,GREEN
433,2,448.0,48.2,523.8,218.0,485.9,133.1,169.8,0.000,GREEN
433,1,455.5,131.7,533.2,313.1,494.4,222.4,181.4,0.000,GREEN
434,1,456.9,131.2,532.9,313.7,494.9,222.4,182.5,0.000,GREEN
434,2,446.7,48.5,522.2,219.4,484.4,134.0,170.9,0.000,GREEN
435,1,454.0,131.7,533.1,313.8,493.6,222.8,182.2,0.000,GREEN
435,2,447.1,49.8,523.4,213.2,485.3,131.5,163.4,0.000,GREEN
436,1,454.2,131.6,532.9,314.2,493.6,222.9,182.6,0.000,GREEN
436,2,447.3,50.1,523.1,210.2,485.2,130.1,160.1,0.000,GREEN
437,2,447.3,50.1,523.2,210.2,485.2,130.2,160.0,0.000,GREEN
437,1,453.9,131.6,533.0,314.4,493.5,223.0,182.8,0.000,GREEN
438,1,450.3,130.4,533.0,314.8,491.7,222.6,184.3,0.000,GREEN
438,2,446.6,50.8,525.0,204.0,485.8,127.4,153.2,0.000,GREEN
439,1,452.5,130.1,532.9,314.6,492.7,222.3,184.5,0.000,GREEN
439,2,444.8,51.3,524.5,202.4,484.7,126.9,151.1,0.000,GREEN
440,1,453.1,130.2,533.1,314.3,493.1,222.3,184.1,0.000,GREEN
440,2,443.7,52.3,525.1,202.5,484.4,127.4,150.2,0.000,GREEN
441,1,453.2,130.1,533.4,314.2,493.3,222.2,184.0,0.000,GREEN
441,2,444.2,53.0,526.1,205.2,485.1,129.1,152.2,0.000,GREEN
442,2,444.3,53.0,526.1,205.1,485.2,129.0,152.1,0.000,GREEN
442,1,453.6,130.2,533.4,314.4,493.5,222.3,184.2,0.000,GREEN
443,1,454.9,130.6,534.1,313.8,494.5,222.2,183.3,0.000,GREEN
443,2,444.4,53.4,526.9,207.6,485.7,130.5,154.2,0.000,GREEN
444,1,453.9,131.0,533.8,314.7,493.9,222.8,183.7,0.000,GREEN
444,2,444.9,55.3,526.8,212.9,485.9,134.1,157.6,0.000,GREEN
445,1,454.6,131.2,533.6,316.3,494.1,223.8,185.1,0.000,GREEN
445,2,443.5,56.3,526.4,214.5,484.9,135.4,158.2,0.000,GREEN
446,2,442.2,57.2,526.3,214.8,484.2,136.0,157.7,0.000,GREEN
446,1,456.1,132.5,534.2,315.8,495.2,224.2,183.4,0.000,GREEN
447,2,442.2,57.1,526.2,215.3,484.2,136.2,158.2,0.000,GREEN
447,1,456.8,131.1,534.9,316.5,495.8,223.8,185.4,0.000,GREEN
448,1,457.4,131.2,535.7,317.6,496.6,224.4,186.4,0.000,GREEN
448,2,446.7,58.1,526.3,216.0,486.5,137.0,157.9,0.000,GREEN
449,1,460.4,132.2,536.0,317.3,498.2,224.8,185.2,0.000,GREEN
449,2,448.1,58.3,525.8,220.2,486.9,139.3,161.9,0.000,GREEN
450,1,458.9,132.7,536.7,317.8,497.8,225.2,185.0,0.000,GREEN
450,2,444.2,58.5,525.4,221.3,484.8,139.9,162.9,0.000,GREEN
451,2,445.3,58.7,525.2,225.0,485.3,141.9,166.3,0.000,GREEN
451,1,463.5,133.3,536.8,317.7,500.2,225.5,184.4,0.000,GREEN
452,1,463.6,133.3,536.8,317.8,500.2,225.6,184.5,0.000,GREEN
452,2,444.9,59.5,525.2,224.9,485.0,142.2,165.4,0.000,GREEN
453,1,465.2,133.5,537.1,316.3,501.1,224.9,182.8,0.000,GREEN
453,2,440.8,59.8,526.0,224.2,483.4,142.0,164.4,0.000,GREEN
454,2,440.1,60.1,526.1,223.4,483.1,141.7,163.3,0.000,GREEN
454,1,464.6,133.4,538.0,315.8,501.3,224.6,182.4,0.000,GREEN
455,1,464.2,133.1,538.2,314.7,501.2,223.9,181.7,0.000,GREEN
455,2,441.7,60.3,526.6,220.6,484.2,140.5,160.3,0.000,GREEN
456,1,464.7,133.6,538.0,313.7,501.4,223.7,180.1,0.000,GREEN
456,2,449.3,60.4,527.2,226.1,488.3,143.2,165.7,0.000,GREEN
457,1,464.6,133.6,538.0,313.7,501.3,223.7,180.1,0.000,GREEN
457,2,448.0,60.5,527.3,226.0,487.6,143.3,165.5,0.000,GREEN
458,1,465.3,133.8,538.6,313.5,502.0,223.7,179.8,0.000,GREEN
458,2,447.9,60.6,528.1,228.5,488.0,144.6,167.9,0.000,GREEN
459,1,464.5,132.5,539.4,313.4,501.9,223.0,180.9,0.000,GREEN
459,2,442.4,60.8,529.2,229.7,485.8,145.2,168.9,0.000,GREEN
460,2,441.2,60.9,530.1,229.0,485.6,145.0,168.1,0.000,GREEN
460,1,464.1,132.2,540.5,312.0,502.3,222.1,179.8,0.000,GREEN
461,1,464.6,132.0,541.3,311.6,503.0,221.8,179.6,0.000,GREEN
461,2,442.3,61.8,529.4,225.9,485.8,143.8,164.2,0.000,GREEN
462,1,464.7,132.0,541.3,311.8,503.0,221.9,179.8,0.000,GREEN
462,2,442.0,61.7,529.4,226.0,485.7,143.9,164.3,0.000,GREEN
463,1,465.4,131.7,542.4,312.0,503.9,221.8,180.2,0.000,GREEN
463,2,447.2,61.1,528.6,228.6,487.9,144.9,167.6,0.000,GREEN
464,1,465.5,131.7,543.0,310.1,504.3,220.9,178.3,0.000,GREEN
464,2,448.7,61.3,528.2,226.0,488.5,143.7,164.7,0.000,GREEN
465,1,466.2,132.2,543.5,308.5,504.9,220.4,176.3,0.000,GREEN
465,2,445.2,61.4,528.0,221.0,486.6,141.2,159.6,0.000,GREEN
466,1,466.1,132.0,544.8,309.0,505.5,220.5,177.1,0.000,GREEN
466,2,439.9,61.4,528.4,217.8,484.2,139.6,156.4,0.000,GREEN
467,1,466.5,132.0,544.8,309.3,505.7,220.7,177.3,0.000,GREEN
467,2,440.7,61.1,528.9,218.3,484.8,139.7,157.2,0.000,GREEN
468,1,468.3,131.8,546.8,308.7,507.6,220.2,176.9,0.000,GREEN
468,2,443.9,61.1,530.2,218.5,487.1,139.8,157.5,0.000,GREEN
469,1,468.4,131.9,547.0,308.5,507.7,220.2,176.6,0.000,GREEN
469,2,444.1,60.9,529.9,223.0,487.0,142.0,162.1,0.000,GREEN
470,1,469.0,131.3,549.1,307.2,509.1,219.3,175.9,0.000,GREEN
470,2,438.0,60.7,527.1,224.4,482.6,142.6,163.7,0.000,GREEN
471,1,468.9,130.8,550.7,306.6,509.8,218.7,175.8,0.000,GREEN
471,2,439.4,60.7,527.4,226.1,483.4,143.4,165.4,0.000,GREEN
472,1,468.8,130.8,550.8,306.6,509.8,218.7,175.8,0.000,GREEN
472,2,439.1,60.8,527.5,226.0,483.3,143.4,165.2,0.000,GREEN
473,1,469.2,131.5,552.5,307.5,510.8,219.5,175.9,0.000,GREEN
473,2,438.7,59.9,525.7,223.5,482.2,141.7,163.5,0.000,GREEN
474,2,438.3,60.4,525.9,223.1,482.1,141.7,162.7,0.000,GREEN
474,1,471.2,131.6,553.5,307.8,512.3,219.7,176.2,0.000,GREEN
475,2,438.0,60.7,525.8,221.5,481.9,141.1,160.9,0.000,GREEN
475,1,471.3,131.4,554.9,306.9,513.1,219.1,175.5,0.000,GREEN
476,2,438.3,60.3,525.7,220.9,482.0,140.6,160.6,0.000,GREEN
476,1,472.2,132.3,557.8,310.6,515.0,221.4,178.3,0.000,GREEN
477,1,471.9,132.3,557.8,310.4,514.8,221.3,178.1,0.000,GREEN
477,2,438.5,60.6,525.7,221.8,482.1,141.2,161.2,0.000,GREEN
478,1,471.0,133.1,559.0,310.9,515.0,222.0,177.8,0.000,GREEN
478,2,438.7,60.9,525.2,211.8,482.0,136.3,150.9,0.000,GREEN
479,2,438.4,60.9,525.7,209.8,482.1,135.3,148.9,0.000,GREEN
479,1,470.3,133.3,560.4,310.6,515.4,221.9,177.3,0.000,GREEN
480,2,439.0,62.5,525.4,200.9,482.2,131.7,138.4,0.000,GREEN
480,1,475.4,133.6,563.1,311.6,519.3,222.6,178.1,0.000,GREEN
481,2,438.5,62.6,525.7,202.4,482.1,132.5,139.8,0.000,GREEN
481,1,481.0,134.3,565.5,309.6,523.3,222.0,175.2,0.000,GREEN
482,2,438.5,62.7,525.7,202.3,482.1,132.5,139.7,0.000,GREEN
482,1,480.5,134.3,564.9,311.0,522.7,222.7,176.8,0.000,GREEN
483,2,439.1,62.9,526.3,203.0,482.7,133.0,140.1,0.000,GREEN
483,1,480.8,134.1,566.4,309.6,523.6,221.8,175.5,0.000,GREEN
484,1,476.4,135.0,567.1,312.7,521.7,223.8,177.7,0.000,GREEN
484,2,438.7,63.4,526.7,192.4,482.7,127.9,129.0,0.000,GREEN
485,2,437.7,63.3,526.9,193.9,482.3,128.6,130.6,0.000,GREEN
485,1,479.3,135.2,567.9,312.0,523.6,223.6,176.8,0.000,GREEN
486,2,437.1,63.3,527.0,192.7,482.0,128.0,129.4,0.000,GREEN
486,1,484.2,134.1,569.8,310.6,527.0,222.3,176.5,0.000,GREEN
487,1,484.4,134.1,569.8,310.5,527.1,222.3,176.4,0.000,GREEN
487,2,436.8,63.3,527.0,193.2,481.9,128.3,129.9,0.000,GREEN
488,2,435.1,63.9,526.9,193.3,481.0,128.6,129.4,0.000,GREEN
488,1,486.6,133.2,570.4,310.0,528.5,221.6,176.8,0.000,GREEN
489,1,489.9,132.8,571.6,309.8,530.8,221.3,177.0,0.000,GREEN
489,2,435.0,64.3,527.0,185.6,481.0,124.9,121.3,0.000,GREEN
490,2,434.4,64.5,526.6,186.6,480.5,125.6,122.1,0.000,GREEN
490,1,489.2,132.5,572.5,309.0,530.9,220.7,176.5,0.000,GREEN
491,1,491.9,133.0,571.8,305.3,531.8,219.1,172.3,0.000,GREEN
491,2,433.1,64.1,526.8,195.6,480.0,129.9,131.5,0.000,GREEN
492,1,492.0,132.9,571.8,305.3,531.9,219.1,172.3,0.000,GREEN
492,2,433.0,64.1,526.8,196.0,479.9,130.1,132.0,0.000,GREEN
493,2,433.0,64.2,526.1,195.1,479.6,129.6,130.9,0.000,GREEN
493,1,493.2,132.0,571.6,305.9,532.4,219.0,173.9,0.000,GREEN
494,1,493.0,131.0,571.6,306.8,532.3,218.9,175.8,0.000,GREEN
494,2,433.1,64.5,525.0,197.3,479.1,130.9,132.8,0.000,GREEN
495,1,493.9,129.4,572.5,306.4,533.2,217.9,177.0,0.850,RED
495,2,433.4,64.5,523.8,202.3,478.6,133.4,137.8,0.000,GREEN
496,1,493.9,128.1,572.7,307.8,533.3,217.9,179.6,0.850,RED
496,2,433.5,64.5,523.1,205.0,478.3,134.7,140.6,0.000,GREEN
497,2,433.5,64.5,523.1,205.0,478.3,134.7,140.5,0.000,GREEN
497,1,494.0,128.1,572.8,307.7,533.4,217.9,179.6,0.850,RED
498,1,493.2,127.5,572.9,309.5,533.0,218.5,181.9,0.850,RED
498,2,441.6,64.7,523.7,205.5,482.7,135.1,140.8,0.000,GREEN
499,1,490.4,126.9,573.0,308.9,531.7,217.9,182.0,0.850,RED
499,2,433.0,64.0,523.2,205.1,478.1,134.5,141.1,0.000,GREEN
500,2,432.1,63.8,521.7,206.8,476.9,135.3,142.9,0.000,GREEN
500,1,477.1,127.6,572.9,310.1,525.0,218.9,182.5,0.000,GREEN
501,2,431.9,63.9,523.5,207.5,477.7,135.7,143.6,0.000,GREEN
501,1,475.6,125.2,573.3,308.3,524.4,216.8,183.2,0.000,GREEN
502,2,431.9,64.0,523.5,207.5,477.7,135.8,143.6,0.000,GREEN
502,1,475.0,125.2,573.2,308.5,524.1,216.8,183.4,0.000,GREEN
503,2,431.9,63.4,523.1,207.3,477.5,135.3,143.9,0.000,GREEN
503,1,486.9,121.5,573.9,309.9,530.4,215.7,188.4,0.000,GREEN
504,2,433.0,63.8,522.7,206.6,477.9,135.2,142.8,0.000,GREEN
504,1,490.8,121.2,573.2,309.5,532.0,215.4,188.3,0.000,GREEN
505,2,431.9,63.3,523.1,206.6,477.5,134.9,143.2,0.000,GREEN
505,1,497.5,119.1,573.1,310.0,535.3,214.5,190.9,0.000,GREEN
506,1,496.0,117.0,572.8,311.0,534.4,214.0,194.0,0.000,GREEN
506,2,430.4,63.4,524.0,211.2,477.2,137.3,147.8,0.000,GREEN
507,1,496.0,117.1,572.9,310.9,534.4,214.0,193.8,0.000,GREEN
507,2,430.6,63.5,524.0,211.5,477.3,137.5,148.0,0.000,GREEN
508,1,498.4,117.6,572.8,310.4,535.6,214.0,192.8,0.000,GREEN
508,2,431.1,63.9,524.9,215.7,478.0,139.8,151.8,0.000,GREEN
509,1,496.9,114.6,572.1,310.7,534.5,212.6,196.0,0.000,GREEN
509,2,433.0,63.3,524.5,211.2,478.8,137.3,147.9,0.000,GREEN
510,1,497.7,116.5,572.4,309.8,535.0,213.2,193.3,0.000,GREEN
510,2,431.0,61.4,527.0,211.9,479.0,136.6,150.5,0.000,GREEN
511,1,497.4,116.1,572.1,309.7,534.7,212.9,193.6,0.000,GREEN
511,2,431.6,60.2,527.9,221.0,479.8,140.6,160.8,0.000,GREEN
512,1,497.4,116.2,572.1,309.8,534.7,213.0,193.6,0.000,GREEN
512,2,431.5,60.2,527.8,220.1,479.6,140.2,159.9,0.000,GREEN
513,1,494.8,112.4,571.9,309.7,533.4,211.1,197.4,0.000,GREEN
513,2,437.3,60.6,528.6,218.5,483.0,139.5,157.9,0.000,GREEN
514,1,495.3,111.1,572.0,310.1,533.7,210.6,199.0,0.000,GREEN
514,2,435.0,59.4,530.9,233.0,482.9,146.2,173.6,0.000,GREEN
515,1,494.6,110.6,571.8,309.5,533.2,210.1,198.9,0.000,GREEN
515,2,436.6,58.2,532.3,233.9,484.4,146.1,175.8,0.000,GREEN
516,1,492.7,110.6,571.5,309.8,532.1,210.2,199.3,0.000,GREEN
516,2,437.8,57.2,533.4,240.6,485.6,148.9,183.3,0.000,GREEN
517,2,437.8,56.9,533.5,240.4,485.7,148.7,183.5,0.000,GREEN
517,1,493.6,110.5,571.6,309.9,532.6,210.2,199.5,0.000,GREEN
518,1,494.6,110.6,572.0,309.9,533.3,210.3,199.3,0.000,GREEN
518,2,438.0,55.6,532.8,234.0,485.4,144.8,178.3,0.000,GREEN
519,2,432.4,57.0,531.7,235.8,482.1,146.4,178.8,0.000,GREEN
519,1,470.9,113.0,571.9,310.6,521.4,211.8,197.6,0.000,GREEN
520,2,440.9,58.9,530.7,247.0,485.8,153.0,188.1,0.000,GREEN
520,1,488.4,110.6,572.9,311.5,530.7,211.1,200.9,0.000,GREEN
521,1,495.7,109.4,573.9,313.3,534.8,211.4,203.9,0.000,GREEN
521,2,434.8,60.7,531.2,236.8,483.0,148.8,176.1,0.000,GREEN
522,1,495.8,109.4,573.9,313.3,534.9,211.4,203.9,0.000,GREEN
522,2,434.4,60.8,531.1,237.5,482.8,149.2,176.6,0.000,GREEN
523,1,494.9,113.4,574.2,315.7,534.5,214.5,202.3,0.000,GREEN
523,2,446.8,60.0,531.2,211.9,489.0,136.0,151.9,0.000,GREEN
524,1,493.9,113.4,574.4,317.5,534.1,215.5,204.1,0.000,GREEN
524,2,451.0,60.9,530.6,206.5,490.8,133.7,145.6,0.000,GREEN
525,1,493.9,115.1,575.5,322.6,534.7,218.9,207.5,0.000,GREEN
525,2,455.1,61.1,531.7,203.0,493.4,132.1,141.9,0.000,GREEN
526,1,492.2,115.3,576.5,324.1,534.4,219.7,208.9,0.000,GREEN
526,2,456.4,61.3,531.2,206.2,493.8,133.8,144.9,0.000,GREEN
527,1,492.2,115.3,576.6,324.0,534.4,219.6,208.7,0.000,GREEN
527,2,456.4,61.2,531.1,206.9,493.7,134.0,145.6,0.000,GREEN
528,1,493.0,115.4,577.6,326.9,535.3,221.2,211.6,0.000,GREEN
528,2,457.6,62.3,530.7,228.6,494.2,145.5,166.4,0.000,GREEN
529,2,458.4,61.7,531.8,229.1,495.1,145.4,167.4,0.000,GREEN
529,1,482.5,115.3,579.5,326.9,531.0,221.1,211.6,0.000,GREEN
530,1,481.5,117.1,580.0,326.8,530.8,222.0,209.7,0.000,GREEN
530,2,461.1,62.2,576.8,211.6,518.9,136.9,149.4,0.000,GREEN
531,1,481.5,116.8,581.0,326.4,531.2,221.6,209.6,0.000,GREEN
531,2,458.7,64.0,534.3,237.7,496.5,150.9,173.7,0.000,GREEN
532,1,481.3,116.9,580.9,326.3,531.1,221.6,209.4,0.000,GREEN
532,2,457.8,63.7,534.6,241.9,496.2,152.8,178.2,0.000,GREEN
533,1,480.4,117.1,583.1,325.0,531.8,221.0,208.0,0.000,GREEN
533,2,461.6,66.9,534.7,255.0,498.1,161.0,188.0,0.000,GREEN
534,1,480.5,118.1,584.7,324.2,532.6,221.2,206.1,0.000,GREEN
534,2,465.1,65.8,575.5,191.3,520.3,128.6,125.5,0.000,GREEN
535,1,481.8,120.8,586.8,324.5,534.3,222.6,203.6,0.000,GREEN
535,2,457.4,68.5,542.1,234.2,499.7,151.4,165.8,0.000,GREEN
536,1,483.1,123.6,588.5,325.4,535.8,224.5,201.9,0.000,GREEN
536,2,464.1,71.0,552.0,234.4,508.0,152.7,163.4,0.000,GREEN
537,1,483.2,123.6,588.7,325.3,535.9,224.5,201.7,0.000,GREEN
