frame,track,x1,y1,x2,y2,cx,cy,height,score,level
2,1,504.6,81.9,577.9,233.5,541.3,157.7,151.7,0.000,GREEN
2,2,451.2,53.0,522.1,222.5,486.7,137.8,169.5,0.000,GREEN
3,2,451.4,53.5,521.1,220.6,486.3,137.1,167.1,0.000,GREEN
3,1,505.3,83.0,576.3,234.5,540.8,158.7,151.6,0.000,GREEN
4,2,450.5,52.9,520.2,220.5,485.3,136.7,167.6,0.000,GREEN
4,1,509.4,81.3,575.2,235.7,542.3,158.5,154.4,0.000,GREEN
5,2,450.8,52.2,519.9,220.7,485.4,136.4,168.5,0.000,GREEN
5,1,504.1,82.1,574.4,239.7,539.2,160.9,157.7,0.000,GREEN
6,2,451.9,51.5,522.0,222.6,486.9,137.1,171.1,0.000,GREEN
6,1,504.6,82.5,573.5,246.1,539.1,164.3,163.7,0.000,GREEN
7,2,451.8,51.6,521.9,223.0,486.9,137.3,171.4,0.000,GREEN
7,1,504.3,82.4,573.6,246.3,538.9,164.4,163.9,0.000,GREEN
8,1,501.5,81.9,572.2,248.9,536.8,165.4,167.0,0.000,GREEN
8,2,446.1,52.5,520.6,220.9,483.4,136.7,168.5,0.000,GREEN
9,2,445.8,52.7,520.5,219.4,483.2,136.1,166.7,0.000,GREEN
9,1,495.7,83.1,571.1,251.5,533.4,167.3,168.4,0.000,GREEN
10,1,496.4,82.0,570.7,257.4,533.6,169.7,175.4,0.000,GREEN
10,2,448.6,53.1,520.0,216.7,484.3,134.9,163.6,0.000,GREEN
11,2,449.2,53.2,520.1,220.2,484.6,136.7,166.9,0.000,GREEN
11,1,496.5,83.0,568.7,262.5,532.6,172.7,179.5,0.850,RED
12,2,449.2,53.2,520.1,220.2,484.7,136.7,167.0,0.000,GREEN
12,1,496.5,82.9,568.6,262.5,532.6,172.7,179.6,0.850,RED
13,2,452.8,53.1,520.5,219.8,486.6,136.4,166.7,0.000,GREEN
13,1,495.5,82.7,567.4,268.3,531.5,175.5,185.6,0.850,RED
14,1,498.8,81.9,565.6,272.4,532.2,177.1,190.5,0.850,RED
14,2,455.2,53.3,523.4,214.4,489.3,133.8,161.1,0.000,GREEN
15,2,454.9,53.0,523.0,211.6,489.0,132.3,158.6,0.000,GREEN
15,1,498.2,82.1,565.5,276.3,531.9,179.2,194.1,0.850,RED
16,1,496.2,84.1,566.2,277.4,531.2,180.7,193.4,0.850,RED
16,2,460.8,55.0,521.7,207.4,491.2,131.2,152.4,0.000,GREEN
17,1,496.2,84.0,566.2,277.4,531.2,180.7,193.4,0.850,RED
17,2,460.7,55.0,521.7,207.4,491.2,131.2,152.4,0.000,GREEN
18,2,459.6,55.1,522.8,209.7,491.2,132.4,154.6,0.000,GREEN
18,1,491.7,84.1,564.4,281.3,528.0,182.7,197.2,0.850,RED
19,2,460.4,53.1,524.2,210.0,492.3,131.6,156.9,0.000,GREEN
19,1,484.8,88.1,563.3,282.5,524.1,185.3,194.4,0.850,RED
20,1,477.8,90.4,559.8,284.1,518.8,187.2,193.7,0.000,GREEN
21,1,473.2,89.9,559.2,283.7,516.2,186.8,193.9,0.000,GREEN
22,1,473.2,90.1,559.2,283.7,516.2,186.9,193.6,0.000,GREEN
23,1,475.9,89.6,557.5,283.5,516.7,186.6,193.9,0.000,GREEN
24,1,475.1,90.3,557.4,282.9,516.2,186.6,192.6,0.000,GREEN
25,1,473.5,92.3,556.6,283.5,515.1,187.9,191.2,0.000,GREEN
26,1,474.3,91.8,554.5,283.2,514.4,187.5,191.4,0.000,GREEN
26,2,467.3,51.6,518.5,151.5,492.9,101.5,100.0,0.000,GREEN
27,2,467.2,51.5,518.5,151.6,492.9,101.5,100.0,0.000,GREEN
27,1,474.5,92.3,555.3,283.5,514.9,187.9,191.2,0.000,GREEN
28,2,467.6,51.7,518.8,154.5,493.2,103.1,102.8,0.000,GREEN
28,1,474.7,94.4,552.6,283.4,513.6,188.9,189.0,0.000,GREEN
29,1,474.5,94.5,549.0,283.1,511.8,188.8,188.6,0.000,GREEN
30,1,474.0,94.4,548.5,283.0,511.3,188.7,188.7,0.850,RED
31,1,473.9,96.1,546.7,282.6,510.3,189.4,186.5,0.850,RED
31,2,469.9,50.9,545.9,155.9,507.9,103.4,105.0,0.000,GREEN
32,2,469.8,50.9,545.9,155.9,507.9,103.4,105.0,0.000,GREEN
32,1,473.8,96.2,546.7,282.6,510.3,189.4,186.4,0.850,RED
33,2,469.9,51.4,546.6,160.0,508.2,105.7,108.6,0.000,GREEN
33,1,472.0,98.1,544.0,282.6,508.0,190.4,184.4,0.850,RED
34,1,471.3,97.1,544.9,282.5,508.1,189.8,185.3,0.850,RED
35,1,470.9,98.5,544.5,282.8,507.7,190.7,184.3,0.850,RED
36,1,471.0,99.3,542.2,283.2,506.6,191.3,183.8,0.850,RED
36,2,471.3,51.1,546.2,156.8,508.7,103.9,105.7,0.000,GREEN
37,2,471.8,50.8,546.0,156.3,508.9,103.6,105.5,0.000,GREEN
37,1,472.6,99.9,541.8,281.8,507.2,190.9,181.9,0.850,RED
38,2,472.2,50.9,545.9,160.0,509.1,105.5,109.0,0.000,GREEN
38,1,469.7,99.1,540.7,282.7,505.2,190.9,183.6,0.850,RED
39,1,468.3,99.2,539.8,282.5,504.0,190.8,183.3,0.850,RED
39,2,472.6,50.7,546.0,155.6,509.3,103.2,104.9,0.000,GREEN
40,2,472.4,50.7,546.3,156.6,509.4,103.6,105.9,0.000,GREEN
40,1,467.2,99.3,538.5,282.2,502.9,190.7,182.9,0.850,RED
41,2,472.3,51.0,546.9,156.6,509.6,103.8,105.7,0.000,GREEN
41,1,470.0,102.6,537.3,281.9,503.7,192.3,179.2,0.850,RED
42,1,469.9,102.7,537.3,281.9,503.6,192.3,179.2,0.850,RED
42,2,472.3,50.7,547.3,157.2,509.8,103.9,106.4,0.000,GREEN
43,2,471.8,50.5,546.5,156.5,509.1,103.5,106.0,0.000,GREEN
43,1,470.6,104.5,536.5,282.3,503.6,193.4,177.8,0.850,RED
44,2,471.7,50.1,546.7,152.7,509.2,101.4,102.6,0.000,GREEN
44,1,467.1,102.4,536.3,281.1,501.7,191.7,178.7,0.850,RED
45,2,470.6,50.0,547.1,153.8,508.9,101.9,103.8,0.000,GREEN
45,1,463.3,101.5,534.4,282.9,498.9,192.2,181.3,0.850,RED
46,2,470.6,50.1,547.2,157.4,508.9,103.7,107.3,0.000,GREEN
46,1,460.9,102.0,534.2,281.4,497.5,191.7,179.4,0.850,RED
47,2,470.6,50.0,547.2,157.7,508.9,103.8,107.6,0.000,GREEN
47,1,461.5,102.8,533.1,280.4,497.3,191.6,177.6,0.850,RED
48,2,470.6,49.7,546.6,158.1,508.6,103.9,108.4,0.000,GREEN
48,1,459.3,102.5,532.5,282.2,495.9,192.3,179.7,0.850,RED
49,2,471.0,50.0,545.9,154.9,508.5,102.4,105.0,0.000,GREEN
49,1,449.3,102.3,532.2,281.3,490.8,191.8,179.0,0.000,GREEN
50,2,471.5,49.5,546.8,151.4,509.1,100.4,101.8,0.000,GREEN
50,1,441.1,101.0,531.7,280.2,486.4,190.6,179.3,0.000,GREEN
51,2,471.5,48.7,546.6,150.5,509.0,99.6,101.8,0.000,GREEN
51,1,434.5,100.4,531.0,279.5,482.7,189.9,179.1,0.000,GREEN
52,1,434.2,100.5,530.9,279.6,482.6,190.0,179.0,0.000,GREEN
52,2,471.6,48.5,546.4,150.6,509.0,99.5,102.1,0.000,GREEN
53,2,471.6,47.6,545.8,149.9,508.7,98.8,102.3,0.000,GREEN
53,1,432.1,101.7,530.0,279.8,481.1,190.7,178.1,0.000,GREEN
54,2,471.4,48.1,545.0,148.8,508.2,98.4,100.8,0.000,GREEN
54,1,429.5,99.8,529.9,280.5,479.7,190.2,180.6,0.000,GREEN
55,1,429.2,98.5,528.8,281.8,479.0,190.1,183.3,0.000,GREEN
55,2,471.9,47.3,540.5,147.4,506.2,97.3,100.1,0.000,GREEN
56,1,428.8,97.6,527.9,282.3,478.4,189.9,184.7,0.000,GREEN
56,2,471.3,46.9,541.2,147.1,506.2,97.0,100.2,0.000,GREEN
57,1,428.8,97.6,527.8,282.3,478.3,190.0,184.7,0.000,GREEN
57,2,471.8,46.9,539.1,145.7,505.4,96.3,98.8,0.000,GREEN
58,1,429.3,97.0,526.6,281.9,477.9,189.4,184.9,0.000,GREEN
58,2,471.0,46.5,538.2,146.3,504.6,96.4,99.8,0.000,GREEN
59,1,430.0,95.9,525.5,281.8,477.8,188.8,185.9,0.000,GREEN
59,2,471.5,45.7,536.9,144.5,504.2,95.1,98.8,0.000,GREEN
60,1,429.9,94.9,524.1,281.2,477.0,188.1,186.3,0.000,GREEN
60,2,471.3,45.6,534.3,143.6,502.8,94.6,98.1,0.000,GREEN
61,1,429.3,94.5,522.9,280.8,476.1,187.7,186.3,0.000,GREEN
61,2,471.6,44.8,535.9,147.2,503.7,96.0,102.4,0.000,GREEN
62,1,429.2,94.5,522.9,280.9,476.1,187.7,186.4,0.000,GREEN
62,2,471.6,44.7,536.0,146.8,503.8,95.8,102.1,0.000,GREEN
63,1,430.1,94.6,522.6,281.0,476.4,187.8,186.4,0.000,GREEN
63,2,472.5,44.4,537.0,142.6,504.8,93.5,98.2,0.000,GREEN
64,1,429.7,93.2,522.4,280.7,476.0,187.0,187.5,0.000,GREEN
64,2,471.8,42.6,538.7,149.3,505.3,95.9,106.7,0.000,GREEN
65,1,430.5,91.3,521.9,281.0,476.2,186.2,189.8,0.000,GREEN
65,2,471.9,42.5,538.8,144.1,505.3,93.3,101.6,0.000,GREEN
66,1,432.1,90.4,521.3,281.1,476.7,185.8,190.7,0.000,GREEN
66,2,471.3,41.9,537.5,149.8,504.4,95.9,107.9,0.000,GREEN
67,2,471.3,41.8,537.4,149.6,504.4,95.7,107.7,0.000,GREEN
67,1,429.2,89.6,521.2,281.4,475.2,185.5,191.9,0.000,GREEN
68,1,427.7,89.6,520.8,281.9,474.2,185.7,192.3,0.000,GREEN
68,2,471.6,41.3,533.1,145.8,502.3,93.6,104.5,0.000,GREEN
69,1,429.6,89.8,520.4,282.4,475.0,186.1,192.6,0.000,GREEN
69,2,471.6,40.8,534.2,148.0,502.9,94.4,107.2,0.000,GREEN
70,1,429.3,89.6,520.0,282.1,474.6,185.9,192.5,0.000,GREEN
70,2,471.7,39.9,533.2,150.9,502.4,95.4,111.0,0.000,GREEN
71,1,427.2,89.0,520.4,282.6,473.8,185.8,193.6,0.000,GREEN
71,2,471.2,39.2,531.0,151.0,501.1,95.1,111.8,0.000,GREEN
72,2,471.2,39.3,531.0,151.1,501.1,95.2,111.9,0.000,GREEN
72,1,427.0,89.1,520.3,282.6,473.7,185.9,193.5,0.000,GREEN
73,1,427.3,88.6,520.0,282.4,473.7,185.5,193.8,0.000,GREEN
73,2,471.4,38.7,528.1,151.4,499.8,95.1,112.7,0.000,GREEN
74,1,431.9,88.8,519.3,281.4,475.6,185.1,192.6,0.000,GREEN
74,2,471.4,37.7,527.2,156.0,499.3,96.8,118.3,0.000,GREEN
75,1,432.1,88.8,518.9,280.7,475.5,184.8,191.9,0.000,GREEN
75,2,471.0,37.4,526.6,155.4,498.8,96.4,118.0,0.000,GREEN
76,1,430.0,88.7,518.7,280.8,474.4,184.7,192.0,0.000,GREEN
76,2,471.2,37.6,524.7,154.3,497.9,96.0,116.7,0.000,GREEN
77,1,430.0,88.7,518.7,280.7,474.4,184.7,192.0,0.000,GREEN
77,2,471.2,37.6,524.6,154.2,497.9,95.9,116.5,0.000,GREEN
78,2,471.0,37.3,524.7,154.4,497.8,95.9,117.1,0.000,GREEN
78,1,426.0,88.5,519.2,281.8,472.6,185.2,193.4,0.000,GREEN
79,1,425.4,88.7,519.2,281.5,472.3,185.1,192.8,0.000,GREEN
79,2,470.8,37.0,524.5,153.6,497.6,95.3,116.6,0.000,GREEN
80,1,425.6,88.9,519.3,280.7,472.5,184.8,191.8,0.000,GREEN
80,2,470.7,36.7,524.8,152.4,497.8,94.5,115.7,0.000,GREEN
81,1,425.9,87.9,519.6,281.4,472.7,184.7,193.5,0.000,GREEN
81,2,470.2,37.0,524.5,142.6,497.3,89.8,105.6,0.000,GREEN
82,1,425.9,87.9,519.6,281.4,472.8,184.6,193.5,0.000,GREEN
82,2,470.2,37.2,524.6,142.3,497.4,89.7,105.1,0.000,GREEN
83,1,425.9,87.3,519.7,281.4,472.8,184.3,194.0,0.000,GREEN
83,2,471.1,36.6,524.3,135.7,497.7,86.2,99.1,0.000,GREEN
84,2,471.2,36.6,524.2,136.8,497.7,86.7,100.2,0.000,GREEN
84,1,426.6,86.9,519.9,280.3,473.3,183.6,193.4,0.000,GREEN
85,1,425.8,86.8,519.7,280.0,472.8,183.4,193.2,0.000,GREEN
85,2,471.5,36.7,524.1,137.7,497.8,87.2,101.0,0.000,GREEN
86,1,425.1,87.2,519.6,282.2,472.3,184.7,195.0,0.000,GREEN
86,2,470.7,37.1,524.5,132.2,497.6,84.6,95.1,0.000,GREEN
87,2,470.8,37.1,524.5,132.2,497.6,84.6,95.2,0.000,GREEN
87,1,425.4,87.2,519.5,282.2,472.5,184.7,195.0,0.000,GREEN
88,1,425.2,87.0,519.5,285.4,472.4,186.2,198.3,0.000,GREEN
88,2,470.4,36.6,524.4,137.0,497.4,86.8,100.4,0.000,GREEN
89,1,425.0,87.9,519.4,286.1,472.2,187.0,198.2,0.000,GREEN
89,2,470.5,36.7,524.7,133.1,497.6,84.9,96.4,0.000,GREEN
90,1,424.9,87.6,519.3,287.3,472.1,187.5,199.7,0.000,GREEN
90,2,470.4,36.0,524.9,136.9,497.7,86.4,100.9,0.000,GREEN
91,1,425.2,87.7,518.8,288.3,472.0,188.0,200.7,0.000,GREEN
91,2,470.4,35.3,524.8,139.2,497.6,87.3,104.0,0.000,GREEN
92,1,425.0,87.8,518.8,288.3,471.9,188.1,200.5,0.000,GREEN
92,2,470.6,35.2,525.1,139.2,497.9,87.2,104.0,0.000,GREEN
93,1,425.0,88.0,518.7,289.2,471.9,188.6,201.1,0.000,GREEN
93,2,470.6,35.0,525.2,135.5,497.9,85.3,100.6,0.000,GREEN
94,1,425.0,87.7,518.6,292.5,471.8,190.1,204.7,0.000,GREEN
94,2,470.5,35.0,525.4,137.4,497.9,86.2,102.3,0.000,GREEN
95,1,425.3,88.2,518.2,294.5,471.8,191.3,206.3,0.000,GREEN
95,2,470.4,34.9,525.1,138.7,497.8,86.8,103.8,0.000,GREEN
96,2,470.5,34.8,525.1,139.0,497.8,86.9,104.2,0.000,GREEN
96,1,425.2,88.5,518.5,296.1,471.8,192.3,207.5,0.000,GREEN
97,2,470.6,34.9,525.5,139.0,498.0,86.9,104.2,0.000,GREEN
97,1,424.8,87.4,518.7,296.5,471.8,192.0,209.1,0.000,GREEN
98,1,425.0,87.1,518.8,297.0,471.9,192.1,209.9,0.000,GREEN
98,2,470.7,35.0,525.3,141.0,498.0,88.0,106.0,0.000,GREEN
99,1,424.9,87.7,519.4,297.5,472.1,192.6,209.8,0.000,GREEN
99,2,470.7,35.6,525.4,137.7,498.1,86.7,102.0,0.000,GREEN
100,1,424.8,88.0,519.6,297.1,472.2,192.5,209.1,0.000,GREEN
100,2,470.8,35.7,525.9,137.1,498.3,86.4,101.4,0.000,GREEN
101,2,470.8,35.5,526.0,136.4,498.4,85.9,100.9,0.000,GREEN
101,1,425.6,89.5,520.0,295.9,472.8,192.7,206.4,0.000,GREEN
102,1,425.6,89.5,520.1,295.9,472.9,192.7,206.5,0.000,GREEN
102,2,470.8,35.2,526.4,136.9,498.6,86.1,101.7,0.000,GREEN
103,1,425.3,89.3,520.1,296.1,472.7,192.7,206.8,0.000,GREEN
103,2,470.7,35.2,526.5,137.8,498.6,86.5,102.6,0.000,GREEN
104,1,425.1,89.9,520.0,295.7,472.5,192.8,205.9,0.000,GREEN
104,2,470.7,35.1,526.6,136.7,498.6,85.9,101.6,0.000,GREEN
105,2,470.6,35.2,526.5,136.2,498.5,85.7,101.0,0.000,GREEN
105,1,425.2,90.3,520.9,295.2,473.1,192.7,204.9,0.000,GREEN
106,1,425.7,91.4,521.0,294.9,473.3,193.1,203.5,0.000,GREEN
106,2,470.5,34.7,527.0,135.3,498.7,85.0,100.6,0.000,GREEN
107,1,425.6,91.3,521.0,294.9,473.3,193.1,203.7,0.000,GREEN
107,2,470.5,34.6,526.7,135.2,498.6,84.9,100.6,0.000,GREEN
108,1,426.3,92.5,520.9,295.5,473.6,194.0,203.0,0.000,GREEN
